RA	Nome	Unidade	Semestre	Turma
20668141	HECKLE AND JECKLE	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20805744	HE-MAN	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20873833	HOWLIN' WOLF	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20853375	INSPETOR WILLOUGHBY	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
21018868	JACO DOIS-DOIS	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20933286	JANOS SLYNT	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20774552	JASMINE (PERSONAGEM)	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20854186	JEFF BUCKLEY	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20936110	JERRY SEINFELD	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20960826	JIMBO JONES	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20993822	JOE COCKER	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20843988	JOHN FOGERTY	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20855609	JOHNNY TEST (PERSONAGEM)	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20759983	JON STEWART	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20678183	JONI MITCHELL	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
20987122	KOKO (MAX FLEISCHER)	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
21053189	KRISTEN STEWART	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
21001241	LADY GAGA	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
21022490	MADELINE MURPHY	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20846063	MARGE SIMPSON	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
21003863	MARTIN PRINCE	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20950664	MARVIN MONROE	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20981536	MARY J. BLIGE	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20517433	MASSARO (MAURICIO DE SOUSA)	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20774545	MATTHEW ABADDON 	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20876707	MEGA MAN 	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20743222	MELINDA BOBBIN    	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20827834	MICHAEL BAY	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20956615	MICK JAGGER	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
21042591	MILA KUNIS	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
21036788	MIRANDA KERR	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20308781	MISS PRISSY	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20869608	MIYAMOTO USAGI	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
20881321	MONA SIMPSON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20909372	MONICA	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20684224	MONTAGUE     	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20772953	MONTGOMERY BURNS	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
21044244	MR. MAGOO	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20944953	MULHER-MARAVILHA	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20954055	NAOMI DORRIT 	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20933332	NARCISA BLACK MALFOY   	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20934385	NEGI SPRINGFIELD	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20866893	OLIMPIA MAXIME    	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20937494	OLIVIA HORNBY    	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20983695	PATSY CLINE	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20666781	PETUNIA EVANS DURSLEY   	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20953991	PORKY PIG	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20653610	PORPENTINA SCAMANDER    	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
20575274	RAY CHARLES	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20530684	RIGBY (REGULAR SHOW)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20876993	ROBERT BARATHEON	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20680332	RODRIK CASSEL	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
20656776	RONNIE SPECTOR	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
20990527	SARAH SHEPHARD 	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20919877	SEAN HANNITY	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20029527	SETH MACFARLANE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20850860	SIMON COWELL	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20778076	SOLOMON BURKE	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20875255	STEPHEN KING	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20537088	STEVEN TYLER	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
21052969	STEWIE GRIFFIN	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20763844	STUART RADZINSKY 	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20712233	SUZANNE COLLINS	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
20649347	THEON GREYJOY	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
20886283	TIGER WOODS	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20994252	TIKARA	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
21031579	TILDEN TOOTS    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20872376	TINA FEY (30 ROCK)	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
20778218	TOBY KEITH	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20828084	TOM WAITS	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20730403	TORTA QUENTE	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
20891336	TYLER PERRY	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20974516	WILSON PICKETT	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20759621		CIÊNCIA DA COMPUTAÇÃO	 	 
20499872		CIÊNCIA DA COMPUTAÇÃO	 	 
20885720	ALFINHO	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20553615	ALICE LONGBOTTOM    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20694781	ALLISON TAYLOR (THE SIMPSONS)	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
21040830	AMELIA BONES	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20743005	AMY POEHLER	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20699549	ANDROMEDA BLACK TONKS   	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20657496	ANTHONY GOLDSTEIN    	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20593506	ARETHA FRANKLIN	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20675463	ARGO FILCH    	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20710838	ART GARFUNKEL	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20944001	ASHTON KUTCHER	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20752971	AUGUSTUS ROOKWOOD    	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
21013268	AURORA (DISNEY)	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20744029	AVERY LESTRANGE 	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20826888	BABAR	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
21038199	BAMBAM RUBBLE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20950889	BARNEY GOOGLE E SNUFFY SMITH	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20726379	BARNEY RUBBLE	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20912838	BARTOLOMEU CROUCH    	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20730276	BARTOLOMEU CROUCH JR.   	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20683246	BATATINHA (MANDA-CHUVA)	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20648159	BATMAN	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20720524	BELA 	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20905364	BERIC DONDARRION	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20938989	BEYONCE KNOWLES	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
21007438	BJORK 	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
21048231	BOB MARLEY	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20553630	BOBBY 'BLUE' BLAND	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20906283	BOLA DE NEVE (OS SIMPSONS)	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20766352	BON JOVI	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20856037	BONO 	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
21044404	BRENDINE SPUCKLER	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20675223	BRIAN GRIFFIN	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20714785	BROTHER BEAR	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
21049259	BROTHER BEAR 2	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
21029867	BRUCE SPRINGSTEEN	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20986603	BUDDY HOLLY	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20868392	BUNNY BLANC	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
21010821	CABECA DE MARTELO (DISNEY)	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20679850	CAPITAO FEIO	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
21000468	CAPITÃO GAULT 	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20965381	CAPTAIN CAVEMAN AND THE TEEN ANGELS	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20891341	CARRIE UNDERWOOD	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20947993	CEDRICO DIGGORY    	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20749930	CERISE HOOD	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20717068	CERSEI LANNISTER	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20987488	CHARLIE CHAN	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20072426	CHARLIE SHEEN	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20667684	CHARLIZE THERON	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20776878	CHARLOTTE'S WEB (2006)	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20617664	CHARLUS E DOREA POTTER  	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
21034035	CHO CHANG    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20994740	CINDY CHANDLER 	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20417059	COLDPLAY	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
21014228	COLE PALITO	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20564624	COOKIE KWAN	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
21046700	DAMA CINZENTA    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20252534	DANICA PATRICK	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20550774	DANIELLE ROUSSEAU 	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
21021724	DAWLISH     	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20651390	DION 	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
21022944	DISCO STU	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20731964	DOLORES JANE UMBRIDGE   	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
21004277	GABRIEL RAMOS TORRES	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20532195	DOLPH (OS SIMPSONS)	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20779660	DONALD TRUMP	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20677729	DRACO LUCIO MALFOY   	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20910414	DROOPY	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
21048425	DRUELA ROSIER BLACK   	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20767223	DUCK DODGERS	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20926206	DUDU (POPEYE)	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
21039727	DUFFMAN	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20986244	DWAYNE JOHNSON	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
21021373	ELMER FUDD	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20545413	ELVIS PRESLEY	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20612640	EMMA STONE	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
21010742	ERIC BOURDON	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20984415	ESTRELINHA MAGICA	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20662992	FA MULAN	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20682104	FLOYD MAYWEATHER	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20887408	FOGHORN LEGHORN	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20951323	FRAJUTO	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20965981	GAUCHINHO VOADOR	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
21012571	GEEZIL	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20898284	GEORGE JONES	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
21039823	GLENN BECK	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20465571	GOGO DODO	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20940095	GORDON RAMSAY	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20710353	GREGG ALLMAN	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
21040113	GWEN TENNYSON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20960071	HANA WYSTER	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
21022775	HANK WILLIAMS	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20292934	HERBERT POWELL SIMPSON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20846635	HICKORY, DICKORY AND DOC	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20862272	HOMEM-BISCOITO (SHREK)	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
21014892	HOMER SIMPSON	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20661123	HORACE GOODSPEED 	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20644984	HOWARD STERN	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
21023224	HUGO (PERSONAGEM)	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20934388	HUNTER HUNTSMAN	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20999574	JACKIE WILSON	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20891101	JAMES BROWN	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20774371	JANIS JOPLIN	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20685477	JAY-Z	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20964741	JENNIFER ANISTON	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20804786	JENNIFER LAWRENCE	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20745989	JEONG JEONG	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20761959	JEOR MORMONT	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20911135	JERRY LEE LEWIS	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20791169	JOHN LENNON	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20444998	JON SNOW	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20522644	JORAH MORMONT	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20526158	JUSTIN BIEBER	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20642054	JUSTINE DANCER	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20990138	KANYE WEST	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20761310	KAREN DEGROOT 	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20639422	KEN (BONECO)	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20852566	KENNY CHESNEY	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20996451	KESSIE	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20971753	KEVAN LANNISTER	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
21052101	KOBE BRYANT	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20787294	KURT COBAIN	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
21039802	LANCEL LANNISTER	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20680814	LEBRON JAMES	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20704265	LEONARDO DICAPRIO	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20885877	LEVON HELM	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20987301	LITTLE RICHARD	CIÊNCIA DA COMPUTAÇÃO	3	ASSIGNAR
20986019	LIZZIE HEARTS	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20771354	LOBO MAU	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20903774	LOMMY MAOS VERDES	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20951134	LORDE BORK	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
21042392	LOTHAR FREY	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20993451	LOU REED	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20700650	LUPINA	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20743761	LUTHER VANDROSS	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20652260	MADONNA	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20652060	MAGGIE SIMPSON	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20668412	MAI (AVATAR: THE LAST AIRBENDER)	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
21048156	MALEVOLA (DISNEY)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20885672	MANNY PACQUIAO	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20876142	MARIAH CAREY	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20696992	MARIO (PERSONAGEM)	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20892200	MARLENE MCKINNON    	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
21052628	MARQUES DE RABICO	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20942035	MARTIN KEAMY 	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20751761	MARVIN GAYE	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20755767	MARVIN, O MARCIANO	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20655654	MAVIS STAPLES	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20665197	MEISTRE AEMON	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
21012530	MELISSA MCCARTHY	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
21018259	MERLE HAGGARD	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20984676	MICHAEL JACKSON	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20537169	MOE SZYSLAK	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20514382	MORRISSEY 	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20866055	MUDDY WATERS	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
21004753	MULCIBER     	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20912763	MULHER GORDA    	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
21048581	MUNDUNGO FLETCHER    	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20987885	MURPHY GENGIVAS SANGRENTAS	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20902720	MUTTLEY	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20871626	NEIL PATRICK HARRIS	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20963613	NINA SIMONE	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
21010832	OS GOONS	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20717393	OSWALD THE LUCKY RABBIT	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
21051541	PE DE PANO	CIÊNCIA DA COMPUTAÇÃO	 	ASSIGNAR
20906228	PENELOPE PITSTOP	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20758760	PEPPER ANN	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20978253	PERNINHA E LILICA	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20951129	PETYR BAELISH	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
21044230	PHIL MICKELSON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
21049331	PICOLINO	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20653995	POPEYE	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20568035	PRINCE 	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20980951	PUCCA	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20723369	RACHAEL RAY	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
21048487	RAFAEL NADAL	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20667541	RAY ROMANO	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20684091	REPTIL (MARVEL COMICS)	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20756218	RIHANNA	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20886674	ROD STEWART	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
21015814	ROGER FEDERER	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20993727	ROQUE-ROQUE	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20644714	ROY ORBISON	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20880490	RUFUS SCRIMGEOUR    	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20870558	RYAN SEACREST	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20930662	SAM MOORE	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20955490	SANDOR CLEGANE	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20309883	SELMA BOUVIER	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
21051610	SERENA WILLIAMS	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
21005423	TIAGO GUIDO	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20917394	SHELBYVILLE MANHATTAN	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20527538	SIDESHOW BOB	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20798742	SIDESHOW MEL	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20778802	SLY STONE	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20866590	SMOKEY ROBINSON	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20995678	SNAKE JAILBIRD	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20747088	SOFIA VERGARA	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20760107	STEVEN SPIELBERG	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20731465	STEVIE NICKS	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20883468	STEVIE WONDER	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
21026648	SYRIO FOREL	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20744719	TAYLOR SWIFT	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
21007163	THE MAXX	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20754667	TINA TURNER	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20709988	TURMA DO BERMUDAO	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
21047629	BRAM	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20661751	VARYS	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20743623	WILL SMITH	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20681493	WILLIE NELSON	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20910982	YEMI  	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
